,title,rating,date,categorie,comments,sentiment,aspect_opinion
4113,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good. The quality of the product is very good.,Positive,quality: good; quality: good
4114,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-07,Women’s fashion,The quality of the product is very good. The quality of the product is very good.,Positive,quality: good; quality: good
4115,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-19,Women’s fashion,"Good product quality, soft fabric, fast delivery, good product quality, soft fabric, fast delivery",Positive,delivery: fast
4116,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-27,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery. The service from the shop is very good. The service provided by the shipping company is very good.,Positive,quality: good; delivery: fast; service: good; service: good
4117,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-26,Women’s fashion,The quality of the product is very good. Very good value,Positive,quality: good; value: good
4118,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-07,Women’s fashion,Very good value Order many good quality,Positive,value: good; quality: many good
4119,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4120,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4121,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4122,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4123,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4124,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4125,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-14,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4126,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-11,Women’s fashion,The quality of the product is very good. Very fast delivery.,Positive,quality: good; delivery: fast
4127,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-04-19,Women’s fashion,Send good product sensitivity,Positive,sensitivity: good
4128,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
4129,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
4130,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-05,Women’s fashion,The quality of the product is very good. Very good value Very fast delivery.,Positive,quality: good; delivery: fast
4131,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-25,Women’s fashion,The quality of the product is very good. Very good value The service provided by the shipping company is very good.,Positive,quality: good; value: good; service: good
4132,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-25,Women’s fashion,The quality of the product is very good. Very good value The service provided by the shipping company is very good.,Positive,quality: good; value: good; service: good
4133,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-30,Women’s fashion,Good product quality Give 4 stars because the color of the mangosteen can be colored with shrimp paste,Positive,product: Good
4134,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-11-30,Women’s fashion,"Good product quality Let 4 stars Power order color shrimp paste, color, texture",Positive,product: Good
4135,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2019-05-18,Women’s fashion,"Not complete, but The seller then transferred the money back. Please deduct 1 star.",Positive,product: complete
4136,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-07,Women’s fashion,"Good quality, order many things, worth the price.",Positive,quality: Good; things: many; product: worth
4137,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",3,2019-08-21,Women’s fashion,"Good product, any other item, any other item, any other item, or any other item Very slow",Positive,product: slow; product: other; product: Good; item: other slow; item: other
4138,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4139,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4140,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4141,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4142,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4143,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4144,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4145,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4146,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4147,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4148,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-20,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4149,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4150,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4151,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4152,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-10-08,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4153,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-29,Women’s fashion,Very soft fabric,Neutral,fabric: soft
4154,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-08-26,Women’s fashion,The fabric is very soft.,Neutral,fabric: soft
4155,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-09,Women’s fashion,The quality of the product is very good.,Positive,quality: good
4156,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-03-06,Women’s fashion,"Very good fabric, comfortable to wear",Positive,fabric: good comfortable
4157,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",4,2018-09-18,Women’s fashion,"The quality of the product is very good. Very good value Very fast delivery, 1 delivery missing",Positive,quality: good
4158,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2018-09-27,Women’s fashion,Very good value,Positive,value: good
4159,"Cheapest!! Borderless panties Some fabrics, made to order, special, quality guaranteed",5,2019-05-25,Women’s fashion,Very fast,Neutral,
